宝龙广场,358,雅萱养生馆,钟楼
世茂香槟湖,413,园艺博览园,新北
南湖家苑,2430,天琴湖公园,武进
绿地世纪城,1800,飞龙体育公园,钟楼
中央花园,1499,红梅公园,新北
星河国际,399,淹城,武进
翠竹新村,1578,红梅公园,天宁
丽华一村,817,东坡公园,天宁
凤凰名城,506,高铁生态公园,新北
高成天鹅湖,620,蔷薇园湿地公园,天宁
金色新城,458,椿桂园,钟楼
华润国际社区,1347,洽园,天宁
公园壹号花园,291,毓秀园,戚墅堰
典雅花园,1753,紫荆园,新北
银河湾第一城,258,飞龙体育公园,新北
九洲花园,1498,新北中心公园,新北
南河花园小区,2046,相园,武进
怡康花园,818,近园,天宁
天山花园,1345,飞龙体育公园,钟楼
滨江明珠城,1381,高铁生态公园,新北
百草苑,1316,新北中心公园,新北
水晶城,314,水晶生态公园,天宁
彩虹城,1345,翠竹公园,天宁
怀德苑,930,芦墅公园,钟楼
学府东苑,803,天琴湖公园,武进
紫禁城小区,919,淹城,武进
凯旋城,663,翠竹公园,天宁
玉龙湾花园,811,飞龙体育公园,新北
天隽峰,289,武进新天地公园,武进
阳湖名城,1098,武进新天地公园,武进
香江华廷花园,472,爱心公园,钟楼
藻江花园,1249,紫荆园,新北
百馨西苑,983,双坝念佛堂,新北
中意宝第,899,爱心公园,钟楼
陈渡新苑,1137,五星公园西区,钟楼
前桥小区,720,华山公园,新北
丽华二村,1123,东坡公园,天宁
常信怀德名园,649,新北中心公园,新北
清潭新村,908,爱心公园,钟楼
中天名园,1846,武进新天地公园,武进
天安花园,271,新北中心公园,天宁
世纪华城,613,荆川公园,天宁
香缇湾花园,1058,近园,新北
新城长岛,1008,荆川公园,武进
采菱公寓,259,采菱公园,天宁
盛世名门,1172,红梅公园,天宁
锦海星城,1516,高铁生态公园,新北
府西花园,1469,紫荆园,新北
和平国际,1196,CICIPARK河滨公园,天宁
新城南都雅苑,828,淹城,武进
方圆云山诗意,1121,玉兰公园,钟楼
腾龙苑,858,高铁生态公园,新北
青山湾小区,554,近园,天宁
天润园小区,912,园艺博览园,新北
京城豪苑,243,近园,钟楼
邹新花园,430,邹区中心公园,武进
北环新村,1061,红梅公园,天宁
香江壹品,1416,武进新天地公园,武进
蓝天花园,155,五星公园西区,钟楼
勤德家园,892,芦墅公园,钟楼
机械新村,283,芦墅公园,钟楼
玲珑花园,1109,中华恐龙园,新北
浦南新村,626,五一园,天宁
河景花园,571,兰园,钟楼
喜盈门花苑,1983,蔷薇园湿地公园,武进
梧桐苑,422,雅萱养生馆,钟楼
荣哼逸都小区,268,荆川公园,钟楼
紫云苑,411,水晶生态公园,天宁
河苑家园,935,湿地花溪,武进
星鑫家园,1116,五星公园,钟楼
清凉新村,845,CICIPARK河滨公园,天宁
南博湾花园,886,华山公园,新北
太湖明珠苑,1345,华山公园,新北
星港花苑,643,雅萱养生馆,钟楼
景秀世家,1103,翠竹公园,新北
长江花苑,4343,录安洲生态林,新北
桂花园,1223,五星公园西区,钟楼
新闸花苑,233,荷园,钟楼
凯尔枫尚花园,271,青枫公园-芳香植物区,钟楼
清水湾,1169,高铁生态公园,新北
红梅新村,1097,天宁竟园,天宁
水木年华花园,1093,新北中心公园,新北
花园新村,415,五星公园西区,钟楼
荆川里小区,596,陈渡草堂,钟楼
